Emotion value,Carlos 2,Carlos 3,Carlos 4,Carlos 5,Carlos 6,Carlos 7,Carlos 8,Carlos 9,Carlos 10,Young 1,Young 2,Young 3,Young 4,Young 5,Nuwan 1,Nuwan 2,Nuwan 3,Nuwan 4,Nuwan 5,Nuwan 6,Nuwan 7,Nuwan 8,Nuwan 9,Nuwan 10,Nuwan 11,Nuwan 12,Nuwan 13,Nuwan 14,Nuwan 15,Nuwan 16,Gender,Age
5,0.309706532,0.123411762,0.216555599,0.034315808,0.135900903,0.228611829,0.183992378,0.394940181,0.211143508,0.814210211,0.926075185,0.559311888,0.8792053,0.51796486,0.050516566,0.074546752,0.101495887,0.131920699,0.054211245,0.070774285,0.092290264,0.120322485,0.101047827,0.065372732,0.033643737,0.05460235,0.091991545,0.132335416,0.228611829,0.079774162,0,28
5,0.309673158,0.123397543,0.216531727,0.034317055,0.136014266,0.229009651,0.18394872,0.394923701,0.211170554,0.814515424,0.925766395,0.559143533,0.879828246,0.517636292,0.050477491,0.074530923,0.101474207,0.131930416,0.054171473,0.070740637,0.092233643,0.120258987,0.10113128,0.065378956,0.033552926,0.054655246,0.092137847,0.13255031,0.229009651,0.079921066,0,28
5,0.309673158,0.123397543,0.216531727,0.034317055,0.136014266,0.229009651,0.18394872,0.394923701,0.211170554,0.814515424,0.925766395,0.559143533,0.879828246,0.517636292,0.050477491,0.074530923,0.101474207,0.131930416,0.054171473,0.070740637,0.092233643,0.120258987,0.10113128,0.065378956,0.033552926,0.054655246,0.092137847,0.13255031,0.229009651,0.079921066,0,28
5,0.309673158,0.123397543,0.216531727,0.034317055,0.136014266,0.229009651,0.18394872,0.394923701,0.211170554,0.814515424,0.925766395,0.559143533,0.879828246,0.517636292,0.050477491,0.074530923,0.101474207,0.131930416,0.054171473,0.070740637,0.092233643,0.120258987,0.10113128,0.065378956,0.033552926,0.054655246,0.092137847,0.13255031,0.229009651,0.079921066,0,28
5,0.309673158,0.123397543,0.216531727,0.034317055,0.136014266,0.229009651,0.18394872,0.394923701,0.211170554,0.814515424,0.925766395,0.559143533,0.879828246,0.517636292,0.050477491,0.074530923,0.101474207,0.131930416,0.054171473,0.070740637,0.092233643,0.120258987,0.10113128,0.065378956,0.033552926,0.054655246,0.092137847,0.13255031,0.229009651,0.079921066,0,28
5,0.309673158,0.123397543,0.216531727,0.034317055,0.136014266,0.229009651,0.18394872,0.394923701,0.211170554,0.814515424,0.925766395,0.559143533,0.879828246,0.517636292,0.050477491,0.074530923,0.101474207,0.131930416,0.054171473,0.070740637,0.092233643,0.120258987,0.10113128,0.065378956,0.033552926,0.054655246,0.092137847,0.13255031,0.229009651,0.079921066,0,28
5,0.309634151,0.123405984,0.21651631,0.034301368,0.136120485,0.22921932,0.183860547,0.394912957,0.211248974,0.814517334,0.925284114,0.559010657,0.880288899,0.517243681,0.050445871,0.074528409,0.101470524,0.13196596,0.054139546,0.070709831,0.092166366,0.12016916,0.10117364,0.065385894,0.033503951,0.054670608,0.092217378,0.13266838,0.22921932,0.08017348,0,28
5,0.309634151,0.123405984,0.21651631,0.034301368,0.136120485,0.22921932,0.183860547,0.394912957,0.211248974,0.814517334,0.925284114,0.559010657,0.880288899,0.517243681,0.050445871,0.074528409,0.101470524,0.13196596,0.054139546,0.070709831,0.092166366,0.12016916,0.10117364,0.065385894,0.033503951,0.054670608,0.092217378,0.13266838,0.22921932,0.08017348,0,28
7,0.311086797,0.121442152,0.21625885,0.035165976,0.076446361,0.165606842,0.169542542,0.464249059,0.29478323,0.762196803,1.004870546,0.470715249,0.758502482,0.473007889,0.05401108,0.076810611,0.101588041,0.128477942,0.062317115,0.078762145,0.104784603,0.130229821,0.13280224,0.098197091,0.058502935,0.062403037,0.099516858,0.137491621,0.165606842,0.134167155,1,27
7,0.311086797,0.121442152,0.21625885,0.035165976,0.076446361,0.165606842,0.169542542,0.464249059,0.29478323,0.762196803,1.004870546,0.470715249,0.758502482,0.473007889,0.05401108,0.076810611,0.101588041,0.128477942,0.062317115,0.078762145,0.104784603,0.130229821,0.13280224,0.098197091,0.058502935,0.062403037,0.099516858,0.137491621,0.165606842,0.134167155,1,27
7,0.311086797,0.121442152,0.21625885,0.035165976,0.076446361,0.165606842,0.169542542,0.464249059,0.29478323,0.762196803,1.004870546,0.470715249,0.758502482,0.473007889,0.05401108,0.076810611,0.101588041,0.128477942,0.062317115,0.078762145,0.104784603,0.130229821,0.13280224,0.098197091,0.058502935,0.062403037,0.099516858,0.137491621,0.165606842,0.134167155,1,27
7,0.311086797,0.121442152,0.21625885,0.035165976,0.076446361,0.165606842,0.169542542,0.464249059,0.29478323,0.762196803,1.004870546,0.470715249,0.758502482,0.473007889,0.05401108,0.076810611,0.101588041,0.128477942,0.062317115,0.078762145,0.104784603,0.130229821,0.13280224,0.098197091,0.058502935,0.062403037,0.099516858,0.137491621,0.165606842,0.134167155,1,27
7,0.312024725,0.12193374,0.216977292,0.035069694,0.090561078,0.182922014,0.175882115,0.459683605,0.283806466,0.743565971,1.011811092,0.487442703,0.734886163,0.493199933,0.055336093,0.077557179,0.102175721,0.12867131,0.062261782,0.078784449,0.104565604,0.130114094,0.126412048,0.089811573,0.05622424,0.065418178,0.100160697,0.136512954,0.182922014,0.073789326,1,27
7,0.311704321,0.121685438,0.216690824,0.035149278,0.083557833,0.174106964,0.172842126,0.463457588,0.290646141,0.752779079,1.007734566,0.477611464,0.747001347,0.481305581,0.055721297,0.078136839,0.102763984,0.129328103,0.063075574,0.079551315,0.105323426,0.130765104,0.130107846,0.094474761,0.057493802,0.064147921,0.100308715,0.137255236,0.174106964,0.105716606,1,27
7,0.311692766,0.121444768,0.216560639,0.035285188,0.077144105,0.165515058,0.170241004,0.46986881,0.299702436,0.761564586,1.002699672,0.466265243,0.759514147,0.467524006,0.058116195,0.080538708,0.105034971,0.131407908,0.065361253,0.081792202,0.107298458,0.132527366,0.135195283,0.099773474,0.059401886,0.06342415,0.101740841,0.139569347,0.165515058,0.13906799,1,27
7,0.311845522,0.121311251,0.216566527,0.03539236,0.073758264,0.160693684,0.168974018,0.474917216,0.306049651,0.766359001,0.999318185,0.459040931,0.766881873,0.45872795,0.060536618,0.082874708,0.107226029,0.133345946,0.067448985,0.083871839,0.109083051,0.134126964,0.13883999,0.103157122,0.060795862,0.063288591,0.103198507,0.14171988,0.160693684,0.158971148,1,27
7,0.312784551,0.121296838,0.217022424,0.035591135,0.074188493,0.15967792,0.169795858,0.484289734,0.314603302,0.766262905,0.995453481,0.451488097,0.769762646,0.449435397,0.06726045,0.089111649,0.113024713,0.138227805,0.07250331,0.089026207,0.113330038,0.137951671,0.143236566,0.106210588,0.062405748,0.064822734,0.106803072,0.145443687,0.15967792,0.169974082,1,27
7,0.314727967,0.121392159,0.218028611,0.03593852,0.07804857,0.161544475,0.172688008,0.500682217,0.32808293,0.761987806,0.989814351,0.441273071,0.769829014,0.436778419,0.080243651,0.101292716,0.124405979,0.147638596,0.082027959,0.098980015,0.121420992,0.145158641,0.149800802,0.110178654,0.064747621,0.068403403,0.113519452,0.151740211,0.161544475,0.177310139,1,27
7,0.316017308,0.121478793,0.218706464,0.036161034,0.080992018,0.16326737,0.174750636,0.511186517,0.336509886,0.758694442,0.986366349,0.435355241,0.76918119,0.429419759,0.088819294,0.109462793,0.132095846,0.153945498,0.088294452,0.105655737,0.126822206,0.149918918,0.153849333,0.112585054,0.066192802,0.070871464,0.117907844,0.155743526,0.16326737,0.180291103,1,27
7,0.316375117,0.121526803,0.218907404,0.036209226,0.082440414,0.164584287,0.175573816,0.51346352,0.337955077,0.756941347,0.985900029,0.434688704,0.767766837,0.428559605,0.090964474,0.111502809,0.134018445,0.155502525,0.08980118,0.107277697,0.128118924,0.151058826,0.154397901,0.11273121,0.066396592,0.071633157,0.118982662,0.156500896,0.164584287,0.177851348,1,27
7,0.316365557,0.121535944,0.21890775,0.036201707,0.082692065,0.164936471,0.175667746,0.513108167,0.337503815,0.756598121,0.986138623,0.435141691,0.767233027,0.429110028,0.090793848,0.111331249,0.133854254,0.155360832,0.08964929,0.107116539,0.127982066,0.15093971,0.154117683,0.112481617,0.066299686,0.071645099,0.118886724,0.15631815,0.164936471,0.176407709,1,27
7,0.316115793,0.121506548,0.218769735,0.036165593,0.081795199,0.164170187,0.175138958,0.511402688,0.336332105,0.757665598,0.98655364,0.435780149,0.767992299,0.429920492,0.089251486,0.10986052,0.13246708,0.154234003,0.088553537,0.105937879,0.127036662,0.150109178,0.153629711,0.112282587,0.066119658,0.071125942,0.118108277,0.155724272,0.164170187,0.177515135,1,27
7,0.31604827,0.121482893,0.218723824,0.036165231,0.081116009,0.163379685,0.174821382,0.511384779,0.336636642,0.75854406,0.986325034,0.435295576,0.769060942,0.429342923,0.089005218,0.109639399,0.132262179,0.154080274,0.088425175,0.105796294,0.126934601,0.1500178,0.153897898,0.112598589,0.066210594,0.070937128,0.118000896,0.155809708,0.163379685,0.18008635,1,27
7,0.316006992,0.121456732,0.218689352,0.036171998,0.080376521,0.162463077,0.17449752,0.511702563,0.337284045,0.759520618,0.985932032,0.434513418,0.770357989,0.428400698,0.08898087,0.109634441,0.132262283,0.15409765,0.088470954,0.105840489,0.126985648,0.150060425,0.154361032,0.113066127,0.066371578,0.070785483,0.118013041,0.156048839,0.162463077,0.183345479,1,27
7,0.315865748,0.121420416,0.21860052,0.036163348,0.079323313,0.16129836,0.173979507,0.511292993,0.337400354,0.76087072,0.985738835,0.434053407,0.771878608,0.427863299,0.088323098,0.109025432,0.131692869,0.153651013,0.088061693,0.105396348,0.126643691,0.149757602,0.154590731,0.113417375,0.06645108,0.070431811,0.11770791,0.156030887,0.16129836,0.186819374,1,27
7,0.315869101,0.121404067,0.218593201,0.036173799,0.07887259,0.160689989,0.173801465,0.511785273,0.338074709,0.761484826,0.985371625,0.433353491,0.77278948,0.427014234,0.088523912,0.109230801,0.131890063,0.153824803,0.088253727,0.105598671,0.126818176,0.149909326,0.1550265,0.113811628,0.066605353,0.070387007,0.117830652,0.15630996,0.160689989,0.189213369,1,27
7,0.315886699,0.121409923,0.218605,0.036174068,0.079041217,0.16088522,0.17388103,0.51179847,0.338006985,0.761265271,0.985425026,0.433466394,0.7725248,0.427148632,0.088591405,0.10929173,0.131946625,0.153867671,0.088290471,0.105639015,0.126847779,0.14993577,0.15496282,0.113736201,0.06658272,0.070435266,0.117859209,0.156289457,0.16088522,0.188585528,1,27
7,0.315846691,0.121406689,0.218583701,0.036167443,0.078937559,0.160815353,0.173812073,0.511484808,0.337762861,0.761384369,0.985522159,0.433627134,0.772569507,0.42734915,0.088329186,0.109041064,0.131710159,0.153674365,0.088099807,0.105434602,0.126682716,0.149790706,0.154847846,0.113670997,0.066542121,0.070356841,0.11772619,0.15617152,0.160815353,0.188556805,1,27
5,0.3143039,0.126863773,0.220582492,0.035595715,0.080006401,0.203922854,0.162464912,0.438916007,0.276562214,0.732845702,1.016011679,0.503669674,0.721296534,0.511734271,0.056146082,0.076581475,0.102977864,0.130524258,0.061123811,0.070754671,0.094401056,0.123984435,0.130548311,0.094498564,0.06239585,0.065780045,0.098281054,0.136324428,0.203922854,0.060635972,1,27
5,0.314303894,0.12686378,0.220582493,0.035591827,0.07993685,0.204111754,0.162464901,0.438920805,0.276569377,0.732845641,1.015800217,0.503665612,0.721446628,0.511623638,0.056146068,0.076581473,0.102979813,0.13052426,0.061123843,0.070754144,0.094401072,0.123984446,0.130489473,0.094492582,0.062377705,0.065787263,0.098313429,0.136229947,0.204111754,0.060299282,1,27
5,0.314303898,0.126863783,0.220582496,0.035567901,0.079736508,0.205436741,0.162464929,0.438939328,0.276597037,0.732845687,1.014099392,0.503649865,0.722656668,0.510751022,0.056146085,0.076581462,0.102987202,0.130524241,0.061123829,0.07075054,0.094401054,0.123984451,0.130078684,0.09439048,0.062235408,0.065745677,0.098419941,0.135679046,0.205436741,0.058991904,1,27
5,0.314303892,0.126863797,0.2205825,0.035492594,0.079979329,0.210229645,0.1624649,0.438955136,0.276620282,0.732845589,1.0072163,0.503636,0.727595045,0.507270388,0.056146057,0.076581463,0.102992656,0.130524227,0.061123829,0.070737831,0.094401047,0.123984435,0.128704576,0.093841484,0.061671941,0.0653035,0.098426895,0.134193158,0.210229645,0.057807097,1,27
5,0.314303916,0.126863795,0.220582511,0.035299109,0.080882591,0.222763575,0.16246492,0.438984155,0.276662237,0.732845657,0.989097054,0.503609915,0.74092391,0.498119084,0.056146074,0.076581462,0.10300152,0.130524257,0.061123819,0.070704734,0.094401063,0.123984436,0.126140198,0.092555161,0.060204254,0.064245284,0.098577525,0.131753445,0.222763575,0.055677588,1,27
5,0.314303919,0.12686378,0.220582505,0.035104513,0.08218867,0.235667694,0.162464905,0.438995317,0.276676844,0.732845619,0.970254078,0.503598933,0.755313104,0.488618918,0.056146075,0.076581461,0.103003022,0.130524244,0.06112381,0.070670796,0.094401054,0.123984453,0.12513204,0.091498014,0.058711823,0.063318134,0.098957093,0.13143046,0.235667694,0.054843012,1,27
5,0.314303891,0.126863781,0.220582492,0.035007719,0.084040999,0.242888789,0.1624649,0.438937521,0.276589419,0.732845673,0.958783169,0.503648412,0.764349747,0.48288962,0.05614606,0.076581453,0.102979458,0.130524235,0.061123818,0.070651876,0.094401057,0.123984437,0.125336376,0.090939107,0.057867368,0.062546146,0.098925112,0.132312107,0.242888789,0.058439182,1,27
5,0.314303901,0.126863789,0.2205825,0.035001316,0.089569876,0.246940254,0.162464909,0.438669148,0.276224585,0.732845672,0.948544104,0.503874538,0.772600524,0.477947222,0.056146078,0.076581464,0.102868129,0.130524237,0.061123832,0.070641483,0.094401038,0.123984448,0.125831956,0.090324891,0.057372436,0.060609972,0.097373736,0.133523646,0.246940254,0.076782152,1,27
5,0.314303919,0.12686379,0.22058251,0.035054309,0.094336649,0.246862398,0.162464924,0.438455043,0.275992178,0.732845629,0.944825281,0.504042747,0.775641426,0.47623233,0.056146093,0.076581479,0.10276452,0.130524236,0.06112383,0.070642069,0.09440105,0.123984449,0.125965904,0.090017645,0.057423223,0.058969564,0.09569017,0.134062489,0.246862398,0.094232184,1,27
5,0.314303905,0.126863771,0.220582494,0.035086491,0.096943737,0.246646438,0.162464906,0.438353744,0.275911089,0.732845662,0.94313103,0.504116009,0.777034832,0.475447451,0.056146072,0.076581463,0.102707801,0.130524261,0.061123829,0.07064293,0.094401049,0.123984448,0.126016473,0.08988672,0.057503004,0.058072958,0.094756385,0.134364334,0.246646438,0.103877351,1,27
5,0.314303913,0.126863782,0.220582503,0.035117039,0.098685889,0.245962859,0.162464912,0.438291287,0.275875212,0.732845613,0.942801933,0.50415794,0.777306015,0.47532108,0.056146091,0.076581482,0.1026688,0.130524259,0.061123817,0.070644972,0.094401049,0.123984436,0.12598782,0.089810446,0.057623993,0.057478697,0.094064891,0.134533063,0.245962859,0.110573505,1,27
5,0.314303916,0.126863776,0.220582501,0.035134798,0.09962786,0.245523897,0.162464911,0.438259809,0.275862579,0.732845615,0.942739103,0.504177798,0.777357821,0.475308125,0.056146075,0.076581455,0.102647594,0.130524254,0.061123834,0.070646321,0.094401055,0.123984443,0.125965254,0.089771549,0.057700356,0.057158717,0.093681882,0.134631576,0.245523897,0.114228386,1,27
5,0.314303916,0.126863776,0.220582501,0.035134798,0.09962786,0.245523897,0.162464911,0.438259809,0.275862579,0.732845615,0.942739103,0.504177798,0.777357821,0.475308125,0.056146075,0.076581455,0.102647594,0.130524254,0.061123834,0.070646321,0.094401055,0.123984443,0.125965254,0.089771549,0.057700356,0.057158717,0.093681882,0.134631576,0.245523897,0.114228386,1,27
5,0.314303918,0.126863787,0.220582508,0.035139531,0.09973211,0.245307278,0.162464917,0.438256048,0.275861483,0.732845606,0.942971472,0.504180019,0.777166254,0.475427375,0.056146086,0.07658147,0.102644849,0.13052425,0.061123829,0.070646917,0.094401057,0.123984439,0.125944972,0.089766473,0.057725865,0.057125239,0.093617538,0.134631591,0.245307278,0.114708666,1,27
5,0.31430391,0.126863785,0.220582503,0.035139014,0.099671654,0.24529803,0.162464916,0.438257914,0.27586211,0.732845661,0.943028228,0.504178831,0.777119539,0.475454869,0.056146085,0.076581473,0.10264613,0.130524243,0.061123815,0.070646923,0.094401042,0.123984445,0.125942429,0.089768733,0.057724625,0.057146175,0.09363724,0.134622236,0.24529803,0.114490888,1,27
5,0.314303902,0.126863777,0.220582495,0.035138295,0.099434962,0.245181976,0.162464913,0.438265092,0.275864723,0.732845654,0.943363722,0.50417425,0.776843159,0.475619696,0.056146064,0.076581474,0.102650914,0.130524242,0.061123822,0.070647222,0.094401054,0.123984445,0.125924162,0.089777467,0.057727983,0.057229036,0.093704124,0.134580169,0.245181976,0.113674246,1,27
5,0.314303902,0.126863777,0.220582495,0.035138295,0.099434962,0.245181976,0.162464913,0.438265092,0.275864723,0.732845654,0.943363722,0.50417425,0.776843159,0.475619696,0.056146064,0.076581474,0.102650914,0.130524242,0.061123822,0.070647222,0.094401054,0.123984445,0.125924162,0.089777467,0.057727983,0.057229036,0.093704124,0.134580169,0.245181976,0.113674246,1,27
5,0.314303911,0.126863793,0.220582508,0.035144845,0.099271771,0.244674558,0.162464925,0.438269068,0.275866576,0.732845702,0.944201565,0.504171443,0.776153874,0.476039466,0.056146076,0.076581483,0.102653227,0.130524248,0.061123817,0.070648601,0.094401055,0.123984444,0.125868775,0.089782346,0.057773563,0.057291375,0.093695225,0.134523648,0.244674558,0.113303837,1,27
5,0.314303897,0.126863761,0.220582485,0.035158914,0.098828136,0.243523949,0.162464913,0.438280455,0.275871925,0.732845689,0.946154703,0.504163481,0.774551653,0.477016648,0.056146085,0.076581488,0.102660037,0.130524261,0.061123823,0.070651718,0.094401068,0.123984447,0.125751595,0.089800378,0.057875441,0.057459922,0.093703902,0.134393828,0.243523949,0.112193284,1,27
5,0.314303897,0.126863761,0.220582485,0.035158914,0.098828136,0.243523949,0.162464913,0.438280455,0.275871925,0.732845689,0.946154703,0.504163481,0.774551653,0.477016648,0.056146085,0.076581488,0.102660037,0.130524261,0.061123823,0.070651718,0.094401068,0.123984447,0.125751595,0.089800378,0.057875441,0.057459922,0.093703902,0.134393828,0.243523949,0.112193284,1,27
5,0.314303908,0.126863771,0.220582495,0.035165374,0.098573134,0.242960099,0.162464914,0.4382873,0.275875231,0.732845659,0.947138936,0.504158789,0.773746735,0.477508419,0.056146066,0.076581471,0.102664173,0.130524259,0.061123825,0.07065324,0.094401053,0.12398444,0.125698561,0.089813084,0.057924752,0.057556353,0.093723061,0.1343289,0.242960099,0.111510874,1,27
5,0.314303909,0.126863781,0.2205825,0.035169676,0.098361731,0.242556401,0.162464911,0.43829319,0.275878152,0.732845642,0.947864533,0.504154758,0.773154408,0.477870415,0.056146083,0.076581467,0.102667766,0.130524238,0.061123828,0.070654327,0.094401052,0.123984451,0.125662107,0.089824595,0.057959503,0.057635627,0.093747644,0.134279543,0.242556401,0.110916437,1,27
1,0.312446962,0.131317345,0.221875,0.033406909,0.083301844,0.174147855,0.181417973,0.453074616,0.271752346,0.808807079,1.06856718,0.491774779,0.75690803,0.525494389,0.048809275,0.068284401,0.094657003,0.12398105,0.04721466,0.062576224,0.087793,0.118065074,0.123721369,0.089138071,0.059123606,0.066260932,0.096609014,0.129781997,0.174147855,0.070916723,1,27
1,0.311905856,0.131089922,0.221490748,0.033354465,0.082961499,0.177034863,0.18162411,0.451450063,0.269937923,0.810306172,1.063900585,0.492886661,0.761637115,0.524382407,0.048411667,0.067945157,0.09432756,0.123766475,0.047132886,0.062467856,0.087640945,0.117860606,0.124388756,0.08988203,0.059504552,0.064949695,0.095817462,0.128958533,0.177034863,0.069889833,1,27
1,0.31136471,0.130862483,0.221106468,0.033296647,0.082906921,0.179771193,0.181433759,0.449663279,0.268343698,0.810830527,1.059147294,0.49400058,0.765550298,0.523219378,0.048327916,0.067827361,0.094163911,0.12355175,0.04705111,0.062359467,0.087488915,0.117656132,0.125108897,0.090642634,0.060026745,0.063920339,0.095279065,0.128476798,0.179771193,0.068910903,1,27
1,0.311094054,0.130748752,0.220914281,0.033263621,0.083092819,0.181032218,0.181043023,0.448645962,0.267707504,0.810364972,1.056698017,0.494558516,0.766884161,0.522599003,0.048518733,0.067932777,0.094205206,0.123444236,0.047010204,0.062305267,0.087412845,0.117553857,0.125489065,0.091032014,0.060379621,0.063612326,0.095196802,0.128475654,0.181032218,0.068448059,1,27
1,0.310835318,0.130639988,0.220730536,0.03323108,0.083324286,0.182209795,0.180596958,0.447643427,0.267139777,0.809739433,1.054340001,0.495092548,0.768005987,0.521995877,0.048758434,0.068074328,0.094275398,0.123341412,0.046971124,0.062253464,0.087340162,0.117456084,0.125857445,0.091405751,0.060739289,0.063369354,0.095164673,0.128535187,0.182209795,0.068015598,1,27
1,0.310532237,0.130512608,0.220515313,0.033202702,0.083082086,0.183833114,0.180784248,0.446774039,0.26609432,0.81076123,1.051771792,0.495718618,0.7708528,0.52138286,0.048479344,0.067844186,0.094060641,0.123221269,0.046925336,0.062192752,0.087254995,0.11734157,0.126271255,0.091822147,0.060959094,0.062594251,0.0946806,0.128058981,0.183833114,0.067474135,1,27
1,0.310348061,0.1304352,0.220384525,0.033179991,0.083223511,0.184678972,0.180499667,0.446076316,0.265674226,0.810397942,1.050107215,0.496099485,0.771728763,0.520957649,0.048623607,0.067926353,0.094096699,0.123148089,0.046897472,0.062155862,0.087203236,0.117271948,0.12653701,0.09208625,0.061208057,0.062399951,0.09463773,0.128082028,0.184678972,0.067172583,1,27
1,0.310193078,0.130370062,0.220274468,0.033156319,0.083588032,0.185271932,0.179924019,0.445345673,0.265502721,0.809258338,1.048617934,0.49642006,0.77173803,0.520554977,0.049010488,0.068183779,0.094268545,0.123086391,0.04687407,0.062124821,0.0871597,0.117213407,0.12676838,0.092317067,0.061512187,0.062470265,0.094814308,0.128362704,0.185271932,0.06694115,1,27
1,0.309992905,0.130285959,0.220132335,0.03313284,0.083680532,0.186218424,0.179701334,0.444625453,0.265001138,0.809075929,1.046835093,0.496834529,0.772878111,0.52010382,0.049099205,0.068225229,0.094271992,0.123006903,0.046843832,0.062084735,0.087103447,0.117137759,0.12705646,0.092600734,0.061758854,0.062200452,0.094714136,0.128324471,0.186218424,0.066614304,1,27
1,0.309811501,0.130209713,0.220003514,0.033124877,0.083053782,0.187414991,0.180474634,0.444391595,0.264022123,0.811327834,1.045483564,0.497210378,0.77603117,0.519825278,0.048410952,0.067717937,0.093865751,0.122935266,0.046816402,0.062048401,0.087052457,0.117069209,0.127307315,0.092834381,0.061716331,0.061281371,0.09400874,0.127544351,0.187414991,0.066263485,1,27
1,0.3099181,0.130254497,0.220079203,0.033108825,0.084576428,0.186161833,0.17845099,0.443854298,0.265447465,0.806095225,1.045853057,0.49698961,0.770753807,0.519778103,0.050059731,0.068900437,0.094770169,0.122976699,0.046832524,0.062069752,0.087082428,0.1171095,0.127188705,0.092740136,0.062181011,0.062914083,0.095418667,0.129216009,0.186161833,0.06656262,1,27
1,0.309832508,0.130218511,0.220018416,0.033091921,0.085027944,0.186371163,0.177805384,0.443308841,0.265534487,0.804633515,1.044941306,0.497166962,0.770027474,0.519510295,0.050538201,0.06923285,0.095009307,0.122942495,0.046819583,0.062052606,0.087058379,0.117077157,0.127324307,0.092878364,0.062443922,0.06318565,0.095728583,0.129629878,0.186371163,0.066457475,1,27
1,0.30978349,0.130197932,0.219983619,0.033076265,0.085667244,0.186312078,0.176933585,0.442778746,0.265861563,0.802524465,1.044280812,0.497268605,0.768494887,0.519288062,0.051217706,0.069713894,0.095366321,0.122922683,0.046812174,0.062042792,0.087044606,0.117058634,0.127416826,0.092975737,0.062742237,0.06369682,0.096230559,0.130263016,0.186312078,0.066427938,1,27
1,0.309716249,0.130169667,0.219935867,0.03306429,0.085967126,0.186503605,0.176507079,0.442384122,0.265888176,0.801568699,1.043585178,0.497408081,0.768091303,0.5190877,0.051532175,0.069932365,0.095522601,0.122895845,0.046802004,0.062029309,0.087025699,0.11703322,0.127522192,0.093083119,0.062927435,0.063856141,0.096425072,0.130527869,0.186503605,0.066341387,1,27
1,0.3098103,0.130209186,0.22000265,0.033060339,0.086932862,0.185587244,0.175292594,0.442148517,0.266856993,0.798294251,1.044056525,0.497213153,0.764608267,0.519118636,0.052564097,0.070684247,0.096105878,0.122932629,0.046816228,0.062048167,0.08705214,0.117068766,0.127440804,0.093005729,0.063213704,0.064923725,0.09733053,0.131598404,0.185587244,0.066572704,1,27
1,0.316597955,0.115827709,0.216211645,0.036189427,0.099797518,0.199731331,0.1913777,0.455756233,0.264424482,0.816716373,1.039612507,0.490364285,0.78559691,0.509788844,0.044001756,0.069798845,0.096519575,0.125153585,0.044821665,0.068618392,0.096183272,0.124455747,0.121134681,0.083780751,0.05088672,0.055439814,0.089581045,0.125626311,0.199731331,0.083329089,1,27
1,0.31678254,0.117275624,0.217026132,0.03576241,0.102325099,0.199918387,0.189646102,0.450702203,0.261136237,0.813206151,1.041479221,0.496100431,0.780818412,0.51667829,0.040723421,0.065804589,0.09255581,0.122546091,0.044477832,0.066908407,0.093653606,0.121859841,0.120296048,0.084696867,0.054589143,0.055410008,0.087539268,0.121343375,0.199918387,0.064748956,1,27
1,0.317085777,0.118602541,0.217823489,0.035359215,0.10462744,0.199756636,0.187664908,0.446281865,0.258741416,0.80850601,1.043547354,0.501199274,0.774766959,0.523025176,0.038186799,0.062230805,0.089118398,0.120544477,0.044620718,0.065789977,0.091622693,0.119588083,0.119918487,0.085864842,0.058386349,0.055422581,0.085758708,0.117739322,0.199756636,0.047851701,1,27
1,0.317065767,0.119293151,0.21814855,0.035189904,0.105789683,0.200135832,0.187222466,0.443817734,0.256739389,0.808283499,1.044074195,0.504073589,0.774162893,0.526290227,0.036728243,0.060359999,0.087185999,0.119115303,0.044090271,0.064625985,0.090223066,0.118316331,0.119461862,0.085994263,0.059779036,0.055634977,0.084803626,0.115633659,0.200135832,0.039328494,1,27
1,0.316866255,0.119667314,0.218234847,0.035135704,0.106396453,0.200830719,0.187592657,0.442275342,0.254830505,0.810465858,1.043797022,0.505886102,0.776459256,0.528042406,0.035718566,0.059324455,0.085951964,0.117892435,0.043192232,0.063375169,0.089088313,0.117517162,0.118932587,0.085568651,0.059932659,0.055900625,0.084228636,0.114245325,0.200830719,0.034883583,1,27
1,0.316427234,0.119772237,0.218077069,0.035194335,0.106517664,0.202006316,0.188920784,0.441426265,0.252639318,0.815701928,1.042620724,0.506887248,0.782357294,0.52849115,0.034934716,0.059011046,0.085249076,0.116649176,0.041766304,0.061785934,0.088015892,0.11707289,0.118203956,0.08446442,0.058760136,0.056280402,0.083978834,0.113377558,0.202006316,0.03398907,1,27
1,0.316018991,0.119823372,0.217906248,0.035260381,0.106544689,0.203065432,0.190180354,0.440815564,0.250755141,0.820568923,1.041531374,0.507607095,0.787848493,0.528688715,0.034317548,0.05888558,0.084760753,0.115609529,0.040564475,0.060407927,0.087124301,0.116752703,0.117590723,0.083447223,0.057572994,0.056643036,0.083851204,0.112774027,0.203065432,0.033779905,1,27
1,0.315729549,0.119850991,0.217779923,0.035309415,0.106544825,0.203805462,0.191074513,0.440422056,0.249457719,0.824007496,1.040776764,0.508070364,0.791723571,0.528787829,0.03390865,0.058843207,0.08446023,0.114904001,0.039774468,0.059459825,0.086517479,0.116546405,0.117182253,0.082736364,0.056713498,0.056911725,0.083796482,0.112408935,0.203805462,0.033768025,1,27
1,0.3155421,0.119891364,0.217708707,0.03533555,0.106581512,0.204292903,0.191634861,0.440089989,0.24855976,0.826211687,1.040318269,0.508462243,0.79419127,0.52896256,0.033609466,0.058766941,0.084211067,0.114406585,0.039278585,0.058816594,0.08608294,0.116373168,0.116920818,0.082287712,0.056205448,0.057096075,0.083739105,0.112127193,0.204292903,0.033492545,1,27
